"Name","Disc. Date","mmax","R.A.","Dec."
"SN2004bl","2004/04/29","14.9","12:15:12.08,12:15:12","-03:26:18.3,-03:26:18.24,-03:26:18.31"
"SN2004gi","2004/11/17","14.9","10:39:23.34","-27:54:40.0,-27:54:40.00"
"SN2006aw","2006/03/15","14.9","05:04:18.18","-63:34:57.3,-63:34:57.29"
"SN2009gb","2009/06/09","14.9","14:47:25.83","-30:39:02.5,-30:39:02.48"
"SN2009ic","2009/08/05","14.9","04:53:18.03","-03:00:59.6,-03:00:59.62"
"SN2012fm","2012/10/21","14.9","06:56:13.39,6:56:13.39","+84:04:50.2,+84:04:50.20"
"SN2012U","2012/01/20","14.9","02:06:04.33","-55:11:37.5,-55:11:37.50"
"CSS140111:060437-123740","2013/12/24","14.91","06:04:36.71,06:04:36.80,06:04:36.816,06:04:36.72","-12:37:40.6,-12:37:40.3,-12:37:39.72,-12:37:40.44"
"SN2013fw","2013/10/21","14.94","21:13:44.81,21:13:44.77","+13:34:33.5,+13:34:33.31"
"SN2011bf","2011/03/24","14.94","13:49:03.23,13:49:03.12","-28:03:59.6,-28:03:59.62,-28:03:59.5,-28:03:59.4"
"SN2008S","2008/02/01","14.95","20:34:45.35","+60:05:57.8,+60:05:57.80"
"SN2009kk","2009/10/15","14.97","03:49:44.27,03:49:44.320,03:49:44.256,03:49:44.28","-03:15:51.9,-03:15:52.66,-03:15:52.092,-03:15:51.91,-03:15:51.912"
"SN2004gq","2004/12/11","14.97","05:12:04.81,05:12:04.867","-15:40:54.2,-15:40:54.19,-15:40:53.65"
"SN2012bl","2012/03/26","14.98","20:23:55.28,20:23:55.2","-48:21:17.3,-48:21:17.32,-48:21:17.28"
"CSS080111:145436-051254","2008/01/11","14.98","14:54:35.97,14:54:36","-05:12:53.8,-05:12:53.784"
"SN2005el","2005/09/25","14.99","05:11:48.768,05:11:48.72","+05:11:39.012,+05:11:39.41,+05:11:39.4"
"SN2010jr","2010/11/12","15","05:19:34.47","-32:39:14.6,-32:39:14.62"
"SN2003ie","2003/09/19","15","12:03:18.15","+44:31:34.6,+44:31:34.61"
"SN2003B","2003/01/05","15","02:46:13.78,02:46:13.776,02:46:13.788","-30:13:45.1,-30:13:45.12,-30:13:45.08,-30:13:45.19"
"SN2005dn","2005/08/27","15","20:11:11.73","-48:16:35.5,-48:16:35.51"
"SN2006ee","2006/08/18","15","01:59:35.40","+14:00:19.6,+14:00:19.58"
"SN2003L","2003/01/12","15","11:03:12.33,11:03:12.24,11:03:12.328","+11:04:38.3,+11:04:37.92,+11:04:38.32,+11:04:38.09"
"SN2003ed","2003/05/03","15","13:47:45.36,13:47:45.38,13:47:45.398","+38:18:20.3,+38:18:20.2,+38:18:20.30,+38:18:21.09"
"SN2004cz","2004/06/26","15","23:12:43.22","-37:12:58.7,-37:12:58.72"
"SN2004fd","2004/10/21","15","02:43:15.25","+32:25:25.6,+32:25:25.61"
"SN2005cr","2005/06/24","15","12:22:17.21,12:22:17.28","+12:23:49.3,+12:23:49.2,+12:23:49.31"
"SN2007st","2007/12/22","15","01:48:42.47","-48:38:57.8,-48:38:57.80"
"SN2008eh","2008/07/21","15","09:45:48.16","-31:10:44.9,-31:10:44.90"
"SN2008ij","2008/12/19","15","18:19:51.81","+74:33:54.9,+74:33:54.90"
"SN2009ab","2009/02/08","15","04:16:36.39","+02:45:51.0,+02:45:51.01"
"SN2009af","2009/02/16","15","02:03:36.37","+24:04:40.9,+24:04:40.91"
"PSN J11484578-2817312","2013/11/27","15","11:48:45.78","-28:17:31.2"
"SN2011dz","2011/06/26","15","16:12:44.82,16:12:44.83,16:12:44.88","+28:17:03.2,+28:17:03.19,+28:17:02.3,+28:17:02.4"
"SN2011ed","2011/03/26","15","19:15:34.34,19:15:34.35","-54:37:39.5,-54:37:39.50,-54:37:39.6"
"SN2012cc","2012/04/29","15","12:26:56.81","+15:02:45.5,+15:02:45.49"
"SN2012ee","2012/08/13","15","20:45:15.28,20:45:15.36","-05:37:22.1,-05:37:22.12,-05:37:22.116"
"SN2012O","2012/01/18","15","13:00:39.99","+27:55:24.4,+27:55:24.38"
"SN2013ee","2013/07/13","15","10:01:56.83","+55:41:44.0,+55:41:44.02"
"SN2013fa","2013/08/25","15","20:43:53.57","+12:30:51.7,+12:30:51.70"
"SN2013G","2013/01/05","15","11:53:21.32,11:53:21.322,11:53:21.36","+20:45:10.0,+20:45:10.01,+20:45:09.97,+20:45:10.08"
"SN2005al","2005/02/24","15.01","13:50:01.497,13:50:0.24,13:50:00.33","-30:34:42.22,-30:34:34.32,-30:34:34.2,-30:34:34.21"
"SN2011hs","2011/11/12","15.01","22:57:11.77","-43:23:04.8,-43:23:04.81"
"LSQ12gdj","2012/11/07","15.02","23:54:43.32","-25:40:34.0,-25:40:34.09,-25:40:34.1"
"OGLE-2012-SN-006","2012/10/16","15.02","03:33:34.79","-74:23:40.1"
"SN2007cv","2007/06/29","15.02","10:37:45.4,10:37:45.40","-27:04:57,-27:04:57.00,-27:04:57.0"
"SN2004fz","2004/11/14","15.03","02:01:06.41","+31:52:44.2,+31:52:44.18"
"SN2011de","2011/05/22","15.05","15:43:53.25,15:43:53.28","+67:45:42.5,+67:45:43.2,+67:45:42.52"
"SN2007Y","2007/02/15","15.05","03:02:35.92","-22:53:50.1,-22:53:50.10"
"SSS120903:142429-164539","2007/06/11","15.05","14:24:29.04","-16:45:39.24"
"SN2011K","2011/01/13","15.06","04:45:30.38,04:45:30.384","-07:20:52.7,-07:20:53.088,-07:20:52.69,-07:20:52.728"
"SN2003gt","2003/07/29","15.07","20:32:59.12","+09:52:19.3,+09:52:19.31"
"SN2012cd","2012/05/06","15.07","13:22:35.25,13:22:35.288","+54:48:47.7,+54:48:47.11,+54:48:47.70"
"SN2005ew","2005/10/04","15.08","03:39:23.74","+35:02:49.0,+35:02:48.98"
"SN2010iw","2010/10/14","15.08","08:45:15.01,08:45:14.88,08:45:15.12","+27:49:21.8,+27:49:23.88,+27:49:21.79,+27:49:23.52,+27:49:21.72"
"iPTF13dge","2013/09/04","15.09","05:03:35.10,05:03:35.08,05:03:35.136","+01:34:17.6,+01:34:17.4,+01:34:17.2,+01:34:17.76"
"SN2007bj","2007/04/18","15.1","16:22:10.59,16:22:10.589","-01:30:51.4,-01:30:51.33,-01:30:51.41"
"SN2003K","2003/01/11","15.1","15:32:01.91,15:32:01.918","+68:14:35.9,+68:14:35.92,+68:14:35.99"
"SN2013eu","2013/08/11","15.1","10:24:22.31","+78:36:23.5,+78:36:23.51"
"SN2003bj","2003/02/27","15.1","13:18:29.10,13:18:29.04,13:18:29.108","-31:37:37.7,-31:37:37.56,-31:37:37.70,-31:37:37.79"
"SN2010A","2010/01/04","15.1","02:32:39.46,02:32:39.459","+00:37:10.2,+00:37:09.90,+00:37:10.20"
"SN2009im","2009/08/24","15.1","03:33:22.07,03:33:22.08","-04:59:56.4,-04:59:56.508,-04:59:56.40"
"SN2007X","2007/02/15","15.1","14:30:14.50","-36:57:53.1,-36:57:53.10"
"SN2004do","2004/08/04","15.1","18:55:33.72","-53:43:22.8,-53:43:22.80"
"SN2009kp","2009/11/03","15.1","16:49:51.49","+55:32:35.8,+55:32:35.81"
"SN2010gl","2010/07/18","15.1","16:31:38.62","+59:37:26.2,+59:37:26.18,+59:37:27.2"
"SN2011eb","2011/07/09","15.1","01:57:36.58","-57:48:00.8,-57:48:00.79"
"SN2013ay","2013/03/26","15.1","18:42:37.86","-64:56:13.5,-64:56:13.49"
"SN2013ff","2013/08/31","15.1","09:13:38.88,09:13:38.8","+76:28:10.8,+76:28:10.81"
"SN2013fz","2013/11/02","15.1","04:23:46.44","-51:35:46.3,-51:35:46.28"
"SN2013gl","2013/05/09","15.1","11:31:00.48","+20:28:10.3,+20:28:10.31"
"SN2003iq","2003/10/08","15.11","01:59:19.96,01:59:19.968,01:59:19.92","+18:59:42.1,+18:59:42,+18:59:41.8,+18:59:42.11"
"SN2003ai","2003/02/08","15.11","13:00:58.68,13:00:58.688","+39:51:24.5,+39:51:24.52,+39:51:24.59"
"SN2006ld","2006/10/19","15.13","00:35:27.81","+02:55:50.7,+02:55:50.70"
"SN2004eo","2004/09/17","15.14","20:32:54.19,20:32:54.24","+09:55:42.7,+09:55:42.71"
"SN2004ey","2004/10/14","15.14","21:49:07.81,21:49:07.92,21:49:7.92","+00:26:39.2,+00:26:39.1,+00:26:39.20,+00:26:39.19"
"SN2005az","2005/03/28","15.14","13:05:46.97","+27:44:08.4,+27:44:08.41"
"CSS131025:044730+235856","2009/09/20","15.14","04:47:29.808","+23:58:55.92"
"SN2013hg","2013/12/10","15.15","12:09:55.69,12:09:55.68","+29:53:51.3,+29:53:51.29,+29:53:52.8"
"SN2013fs","2013/10/07","15.16","23:19:44.70,23:19:44.700,23:19:44.67,23:19:44.64","+10:11:05.0,+10:11:04.40,+10:11:04.49,+10:11:04.5,+10:11:04.3,+10:11:04.92"
"SN2005hk","2005/10/30","15.18","00:27:50.89,00:27:50.9,00:27:50.849,00:27:50.8824,00:27:50.8584,00:27:50.87","-01:11:53.3,-01:11:53,-01:11:53.484,-01:11:52.44,-01:11:53.34,-01:11:53.628,-01:11:52.5,-01:11:52.51"
"SN2007S","2007/01/29","15.18","10:00:31.26,10:00:31.2,10:00:31.20","+04:24:26.2,+04:24:25.272,+04:24:26.28,+04:24:26.21"
"SN2004dt","2004/08/11","15.18","02:02:12.342,02:02:12.768,02:02:12.77","-00:06:02.10,-00:05:51.36,-00:05:51.50,-00:05:51.5"
"SN2008bc","2008/03/13","15.2","09:38:31.23,09:38:31.20","-63:58:25.6,-63:58:25.68,-63:58:25.61"
"SN2005cc","2005/05/19","15.2","13:57:04.85","+41:50:41.8,+41:50:41.78"
"SN2005hf","2005/10/25","15.2","01:27:05.97","+19:07:00.5,+19:07:00.52"
"SN2010H","2010/01/16","15.2","08:06:24.36,08:06:24.342","+01:02:09.1,+01:02:09.01,+01:02:09.10"
"SN2009nq","2009/12/28","15.2","23:15:16.97,23:15:17.004","+19:01:22.5,+19:01:21.58,+19:01:22.51"
"ASASSN-13dd","2013/09/24","15.2","09:07:36.75,09:07:36.72","+03:23:39.7,+03:23:38.652"
"SN2009mi","2009/12/12","15.2","05:52:38.23","-17:47:02.5,-17:47:02.51"
"SN2004da","2004/07/06","15.2","20:22:21.24","+06:25:50.3,+06:25:50.30"
"SN2005O","2005/01/16","15.2","10:42:18.32,10:42:18.24","-00:22:41.2,-00:22:41.16,-00:22:41.20"
"SN2006ci","2006/05/18","15.2","18:18:28.67","-54:41:45.6,-54:41:45.60"
"SN2007cr","2007/06/16","15.2","16:21:56.5,16:21:56.50","-60:40:24,-60:40:23.99,-60:40:24.0"
"SN2008bt","2008/04/13","15.2","10:50:16.99,10:50:16.88","-12:06:31.5,-12:06:32.0,-12:06:32.00"
"SN2008hi","2008/11/21","15.2","00:26:43.00,00:26:43.16","-03:35:53.4,-03:35:55.28,-03:35:55.3"
"SN2009at","2009/03/11","15.2","13:46:26.68","+46:06:08.7,+46:06:09.11,+46:06:09.1"
"MASTER OT J064738.82+4557.5","2011/11/04","15.2","06:47:38.81","+45:57:42.5"
"SN2010as","2010/03/19","15.2","15:49:49.23","-29:23:09.7,-29:23:09.71"
"SN2010hx","2010/09/16","15.2","10:28:51.06","-35:36:22.3,-35:36:22.28"
"SN2010ki","2010/12/02","15.2","23:16:09.58,23:16:09.60","-02:14:05.3,-02:14:05.60"
"SN2013ch","2013/04/30","15.2","12:41:43.41","-84:27:52.4,-84:27:52.42"
"SN2010ba","2010/03/21","15.21","11:58:20.68,11:58:20.64","+15:20:10.8,+15:20:10.79,+15:20:10.68"
"SN2007fs","2007/07/15","15.22","22:01:40.44,22:01:40.450","-21:30:29.6,-21:30:30.22,-21:30:29.59"
"CSS121112:024457+353043","2012/11/12","15.23","02:44:56.90,02:44:56.904","+35:30:43.1,+35:30:43.2"
"SN2013hn","2013/12/13","15.24","13:48:59.17","-30:17:26.5,-30:17:26.48"
"CSS100318:122954+470038","2010/03/18","15.24","12:29:53.54,12:29:53.52","+47:00:38.2,+47:00:38.16"
"SN2004gt","2004/12/12","15.25","12:01:50.37","-18:52:12.7,-18:52:12.68"
"SN2011fs","2011/09/15","15.26","22:17:19.52,22:17:19.44","+35:34:50.0,+35:34:50.02,+35:34:49.44,+35:36:50.0"
"PTF13bvn","2013/06/16","15.27","15:00:00.152,15:00:00.18","+01:52:53.17,+01:52:53.5"
"SN2011jb","2011/11/28","15.28","11:37:04.80,11:37:04.8,03:38:34.392","+15:28:14.2,+15:28:14.20,+15:28:14.16,+22:32:59.28"
"SN2007cq","2007/06/21","15.29","22:14:40.32,22:14:40.43","+05:04:48.612,+05:04:48.9,+05:04:48.90"
"iPTF13ebh","2013/11/13","15.29","02:21:59.98","+33:16:13.7"
"SN2013gs","2013/11/29","15.29","09:31:08.87","+46:23:05.4,+46:23:05.39"
"SN2009ds","2009/04/28","15.29","11:49:04.11,11:49:04.025,11:49:04.08","-09:43:44.9,-09:43:44.48,-09:43:44.112,-09:43:44.90"
"SN2009na","2009/12/26","15.3","10:47:01.42,10:47:01.444,10:47:01.44","+26:32:38.1,+26:32:37.73,+26:32:36.96,+26:32:38.11"
"SN2008aq","2008/02/27","15.3","12:50:30.36,12:50:30.42,12:50:30.24","-10:52:01.3,-10:52:01.4,-10:52:01.42,-10:52:01.2"
"SN2009mk","2009/12/15","15.3","00:06:21.37","-41:28:59.8,-41:28:59.81"
"SN2003as","2003/02/13","15.3","05:28:45.81,05:28:45.818","+49:52:59.1,+49:52:59.09,+49:52:59.19"
"SN2013el","2013/07/11","15.3","03:17:52.45","-07:18:02.1,-07:18:02.09"
"SN2010bj","2010/03/27","15.3","07:17:43.21","+23:21:03.8,+23:21:03.82"
"SN2004cc","2004/06/10","15.3","12:36:34.40,12:36:34.32","+11:14:32.8,+11:14:32.64,+11:14:32.78"
"SN2005aw","2005/03/24","15.3","19:15:17.44","-54:08:24.9,-54:08:24.90"
"SN2006ox","2006/11/26","15.3","19:18:24.21","-60:30:09.9,-60:30:09.90"
"SN2008cn","2008/05/21","15.3","12:40:55.66","-40:58:12.1,-40:58:12.11,-40:58:12"
"SN2009el","2009/05/12","15.3","13:14:20.47","-46:06:44.9,-46:06:44.89"
"ASASSN-13cj","2013/08/27","15.3","16:17:11.01,16:17:11.04","+04:33:14.7,+04:33:14.688"
"LSQ12fhe","2012/10/02","15.3","21:32:09.30,21:32:09.3","-05:43:34.0"
"PSN J01232438+0925545","2012/10/03","15.3","01:23:24.40,01:23:24.38","+09:25:54.5"
"SN2010bp","2010/04/13","15.3","14:12:07.89","-49:23:43.3,-49:23:43.30"
"SN2010V","2010/02/04","15.3","14:28:38.46,14:28:38.53","+30:38:09.5,+30:38:09.49,+30:38:09.7"
"SN2011az","2011/03/18","15.3","12:53:53.40,12:53:53.43","+36:05:19.6,+36:05:19.28,+36:05:19.2"
"SN2011gt","2011/09/26","15.3","19:56:48.26,19:56:48.25,19:56:48.24","-37:19:37.5,-37:19:37.49,-37:19:37.56"
"SN2012cx","2012/06/15","15.3","17:10:05.861,17:10:05.86","+42:22:23.47,+42:22:23.5,+42:22:23.48"
"SN2012ej","2012/08/22","15.3","06:26:51.01","+59:05:02.6,+59:05:02.62"
"SN2012fd","2012/09/22","15.3","05:58:51.93","-23:20:24.2,-23:20:24.22"
"SN2012fw","2012/08/19","15.3","21:01:58.99","-48:16:25.9,-48:16:25.90"
"SN2013fq","2013/09/15","15.3","19:59:07.95","-55:55:46.6,-55:55:46.60"
"SN2013ga","2013/10/19","15.3","22:04:21.53","+39:44:34.0,+39:44:34.01"
"SN2013P","2013/01/15","15.3","09:13:37.17,09:13:37.2","+29:59:58.7,+29:59:58.70,+29:59:58.56"
"SN2008R","2008/01/27","15.31","03:03:53.70,03:03:53.71","-11:59:39.4,-11:59:39.48,-11:59:39.41"
"SN2012eq","2012/08/27","15.31","01:00:14.37,01:00:14.376","-30:48:30.9,-30:48:30.89,-30:48:30.96"
"SN2010ju","2010/11/14","15.32","05:41:55.99,05:41:55.968","+18:29:51.0,+18:29:51,+18:29:51.00"
"SN2005bo","2005/04/17","15.33","12:49:41.03,12:49:41.04","-11:05:47.4,-11:05:47.76,-11:05:47.40,-11:05:47.3,-11:05:47.29"
"SN2013fb","2013/08/27","15.33","02:22:42.07,02:22:42.072","+28:16:01.1,+28:16:01.2,+28:16:01.20,+28:16:00.84"
"PTF09dsy","2009/08/12","15.34","03:33:22.10,03:33:22.104","-04:59:55.2,-04:59:55.212"
"SN2011V","2011/01/28","15.34","09:27:38.76,09:27:38.75,09:27:38.64","+28:47:27.2,+28:47:27.49,+28:47:27.5,+28:47:27.24"
"SN2006lf","2006/10/26","15.35","04:38:29.49,04:38:29.496","+44:02:01.5,+44:02:01.68,+44:02:01.50"
"ASASSN-13ch","2013/08/28","15.35","16:16:34.06,16:16:34.08","-00:35:27.4,-00:35:27.312"
"SN2005bf","2005/04/05","15.36","10:23:56.99,10:23:57.27","-03:11:29.3,-03:11:28.6,-03:11:29.29"
"SN2005ki","2005/11/18","15.36","10:40:28.355,10:40:28.32,10:40:28.22","+09:10:57.14,+09:12:08.39,+09:12:08.4"
"CSS130828:011353+290215","2013/08/28","15.38","01:13:53.26,01:13:53.256","+29:02:14.7,+29:02:14.64"
"SN2012ch","2012/05/17","15.38","15:06:02.54,15:06:02.64","+41:25:32.7,+41:25:32.70,+41:25:32.88"
"SN2010ew","2010/06/28","15.39","18:37:11.88,18:37:11.76","+30:37:49.6,+30:37:49.08,+30:37:49.58"
"SN2010ko","2010/12/05","15.4","05:32:49.44","-14:05:45.9,-14:05:45.89"
"SN2004fc","2004/10/21","15.4","01:51:03.85,01:51:03.84","-09:42:06.9,-09:42:06.84,-09:42:06.91"
"SN2008M","2008/01/15","15.4","06:21:41.28","-59:43:45.4,-59:43:45.41"
"SN2007aa","2007/02/18","15.4","12:00:27.69,12:00:27.6,12:00:27.67","-01:04:51.6,-01:04:51.60,-01:04:51.5"
"SN2008ds","2008/06/28","15.4","00:29:50.83,00:29:50.820","+31:23:33.9,+31:23:33.88,+31:23:33.90"
"SN2003eg","2003/05/17","15.4","12:50:58.33,12:50:58.32,12:50:58.338","-14:20:01.1,-14:20:11.04,-14:20:01.10,-14:20:01.19"
"SN2003da","2003/04/06","15.4","09:23:47.56,09:23:47.52,09:23:47.568","+42:10:48.6,+42:10:48.72,+42:10:48.61,+42:10:48.69"
"SN2003dv","2003/04/22","15.4","14:58:04.92,14:58:04.928","+58:52:49.9,+58:52:49.91,+58:52:49.99"
"SN2004C","2004/01/12","15.4","11:27:29.72,11:27:29.76","+56:52:48.2,+56:52:48.36,+56:52:48.22"
"SN2005av","2005/03/24","15.4","20:44:37.58","-68:45:10.6,-68:45:10.58"
"SN2005cx","2005/07/15","15.4","01:58:54.79","+36:40:34.8,+36:40:34.79"
"SN2005mg","2005/12/27","15.4","00:16:44.21","+07:04:19.8,+07:04:19.81"
"SN2007pl","2007/11/05","15.4","06:05:10.73,06:05:10.80","-49:17:59.2,-49:17:59.1,-49:17:59.10,-49:17:59.06"
"SN2007rv","2007/11/07","15.4","01:49:52.86,01:49:52.88","-27:28:04.1,-27:28:04.12,-27:28:02.6"
"SN2008ed","2008/07/15","15.4","03:26:43.62","+07:42:34.9,+07:42:34.88"
"SN2009iu","2009/09/01","15.4","22:40:10.35","-66:28:06.4,-66:28:06.38"
"LSQ12gwy","2012/12/01","15.4","10:43:32.0","-13:17:20,-13:17:20.0"
"SN2010fz","2010/07/09","15.4","09:42:04.77","+00:19:51.0,+00:19:50.99"
"SN2010lp","2010/12/29","15.4","02:54:03.50","+02:57:43.4,+02:57:43.42"
"SN2012dq","2012/07/09","15.4","07:54:55.48","+72:36:34.6,+72:36:34.60"
"SN2012ea","2012/08/08","15.4","17:45:10.40","+18:08:26.8,+18:08:26.81"
"SN2013fc","2013/08/20","15.4","02:45:08.95,02:45:08.96","-55:44:27.3,-55:44:27.31"
"SN2013fg","2013/09/02","15.4","08:21:22.44","-13:18:37.0,-13:18:37.01"
"SN2013dp","2013/06/10","15.41","16:17:32.31,16:17:32.4","+31:34:57.2,+31:34:57.22,+31:34:57.36"
"SN2005kc","2005/11/09","15.45","22:34:07.34,22:34:7.44","+05:34:06.3,+05:34:06.31"
"SN2006F","2006/01/11","15.45","02:28:11.43,02:28:11.37,01:39:32.016","+19:36:12.3,+19:36:13.5,+19:36:13.50,+33:49:36.12"
"CSS090530:142021+291159","2009/05/30","15.45","14:20:21.31,14:20:21.36","+29:11:59.4,+29:11:59.28"
"SN2006ej","2006/08/23","15.46","00:38:59.77","-09:00:56.6,-09:00:56.59"
"SN2008ec","2008/07/14","15.46","23:03:16.56","+08:52:19.8,+08:52:19.81"
"SN2004br","2004/05/15","15.46","12:31:07.80","+00:36:47.6,+00:36:47.59"
"SN2005kj","2005/11/17","15.47","08:40:09.18","-05:36:02.2,-05:36:02.20"
"SN2007ca","2007/04/25","15.47","13:31:05.81,13:31:06,13:31:5.76","-15:06:06.6,-15:06:06.12,-15:06:06.48,-15:06:06.59"
"SN2007hj","2007/09/01","15.48","23:01:47.89,23:01:47.880","+15:35:11.4,+15:35:11.23,+15:35:11.40"
"SN2011df","2011/05/21","15.49","19:27:33.64,19:27:33.6","+54:23:11.3,+54:23:10.68,+54:23:11.29"
"SN2006ef","2006/08/18","15.5","02:04:19.51","-08:43:42.2,-08:43:42.20"
"SN2007ap","2007/03/13","15.5","15:56:23.06","+16:30:57.9,+16:30:57.89"
"SN2011dn","2011/06/21","15.5","19:58:35.53,19:58:35.52","+02:36:11.3,+02:36:16.31,+02:36:16.2"
"SN2005au","2005/03/19","15.5","13:16:12.42,13:16:12.38","+30:56:40.5,+30:56:42.3,+30:56:40.49"
"SN2011hw","2011/11/18","15.5","22:26:14.54,22:26:14.53","+34:12:59.1,+34:12:59.11,+34:12:59.0"
"SN2012ij","2012/12/29","15.5","11:40:15.84","+17:27:22.2,+17:27:22.21"
"SN2005ch","2005/06/08","15.5","14:22:06.77,14:22:06.72","+01:59:35.7,+01:59:35.376,+01:59:35.70"
"SN2006hn","2006/09/28","15.5","11:07:18.67","+76:41:49.8,+76:41:49.81"
"SN2003F","2003/01/08","15.5","05:11:32.99,05:11:32.998","+17:03:28.4,+17:03:28.40,+17:03:28.49"
"SN2003gh","2003/06/29","15.5","07:45:17.93,07:45:17.938","-71:24:37.3,-71:24:37.30,-71:24:37.39"
"SN2003lb","2003/12/25","15.5","03:45:05.67","+20:45:39.3,+20:45:39.31"
"SN2003lo","2003/12/31","15.5","03:37:05.12","-05:02:17.3,-05:02:17.30"
"SN2005bv","2005/04/20","15.5","14:24:07.44","+26:17:50.3,+26:17:50.32"
"SN2006dw","2006/07/23","15.5","16:17:43.29","+34:57:55.1,+34:57:55.12"
"SN2007gw","2007/08/24","15.5","12:11:34.60","+57:44:15.9,+57:44:15.90"
"SN2008bn","2008/03/31","15.5","12:16:25.42","+47:01:40.5,+47:01:40.51"
"SN2008bx","2008/04/22","15.5","14:54:39.00","+42:01:22.5,+42:01:22.51"
"SN2008ff","2008/08/29","15.5","20:13:59.96","-44:21:07.8,-44:21:07.81"
"SN2008ip","2008/12/31","15.5","12:57:50.20","+36:22:33.5,+36:22:33.49"
"SN2009ep","2009/05/11","15.5","13:52:10.64","+02:19:27.1,+02:19:27.08"
"SN2009gu","2009/06/27","15.5","15:54:50.94","-68:43:00.2,-68:43:00.19"
"MASTER OT J120939.35+560917.3","2010/11/29","15.5","12:09:39.35","+56:09:17.3"
"MLS110604:095908+115727","2011/06/04","15.5","09:59:07.86,09:59:07.92","+11:57:26.9,+11:57:27"
"PSN J07185600+6018330","2012/10/08","15.5","07:18:56.00","+60:18:33.0"
"PSN J14472863-2216396","2011/05/10","15.5","14:47:28.62","-22:16:39.5"
"SN2010gk","2010/07/17","15.5","14:02:35.94","+32:30:30.7,+32:30:30.71"
"SN2011jl","2011/11/27","15.5","10:43:02.95","-36:21:52.4,-36:21:52.42"
"SN2011jp","2011/12/27","15.5","02:58:07.60,02:58:07.59","-10:21:54.1,-10:21:54.11,-10:21:54.0"
"SN2012bp","2012/03/24","15.5","16:18:12.44","+36:28:52.8,+36:28:52.79"
"SN2013dk","2013/06/22","15.5","12:01:52.72","-18:52:18.3,-18:52:18.30"
"SN2013hb","2013/10/07","15.5","01:50:46.32","+33:06:35.6,+33:06:35.60,+33:06:35.64"
"SN2003hl","2003/08/20","15.51","01:59:21.28,01:59:21.288","+19:00:14.5,+19:00:14.4,+19:00:14.51"
"SN2005de","2005/08/02","15.51","18:02:23.36","+26:03:07.7,+26:03:07.70"
"SN2012dy","2012/08/03","15.52","21:18:50.70,21:18:50.64","-57:38:42.5,-57:38:42.50,-57:38:41.28"
"SN2006hb","2006/09/27","15.53","05:02:01.28,05:02:1.27","-21:07:55.1,-21:07:55.20,-21:07:55.09"
"SN2008s1","2008/05/16","15.53","13:29:13.639,13:29:12.96,13:29:12.82","+11:16:33.25,+11:16:20.64,+11:16:20.6"
"SN2011js","2011/12/31","15.53","02:48:04.96,02:48:04.968","-13:57:51.1,-13:57:51.08,-13:57:51.12"
"SN2005bc","2005/04/02","15.54","14:37:15.12,14:37:15.05","+38:27:23.04,+38:27:23.1,+38:27:23.11"
"SN2013bu","2013/04/21","15.55","22:37:02.17","+34:24:05.2,+34:24:05.18"
"SN2008bf","2008/03/18","15.56","12:04:02.90","+20:14:42.6,+20:14:42.61"
"SN2004fu","2004/11/04","15.56","20:35:11.54,20:35:11.62","+64:48:25.7,+64:48:25.70,+64:48:26.5"
"SN2011cg","2011/04/14","15.56","14:59:09.25,14:59:09.36","+07:18:04.2,+07:18:04.21,+07:18:04.212"
"SN2010hu","2010/09/11","15.56","23:22:13.33,23:22:13.44","-05:19:07.5,-05:19:07.50,-05:19:08.364,-05:19:07.464"
"SN2006T","2006/01/30","15.57","09:54:30.21","-25:42:29.3,-25:42:29.30"
"SN2012bh","2012/03/11","15.57","12:13:37.309,12:13:37.31,12:13:37.44","+46:29:00.48,+46:29:00.5,+46:29:00.49,+46:29:01.68"
"SN2011im","2011/11/26","15.57","22:44:25.22,22:44:25.2,22:44:25.23,22:44:25.21","-00:10:02.0,-00:10:01.992,-00:10:01.70"
"SN2009fv","2009/06/02","15.57","16:29:44.22,16:29:44.191,16:29:44.16","+40:48:41.8,+40:48:41.44,+40:48:41.4,+40:48:41.80"
"SN2010ii","2010/09/30","15.57","22:38:13.18,22:38:13.2","+35:29:30.0,+35:29:30.01,+35:29:31.56"
"SN2006aj","2006/02/18","15.58","03:21:39.670,03:21:39.71,03:21:31.2","+16:52:02.27,+16:52:02.6,+16:52:02.60,+16:54:36"
"SN2013Q","2013/01/25","15.58","23:47:07.87","+29:29:11.5,+29:29:11.51"
"CSS110612:121430+175447","2011/06/12","15.58","12:14:29.66,12:14:29.76","+17:54:47.5,+17:54:47.52"
"SN2009le","2009/11/16","15.59","02:09:17.14,02:09:17.160,02:09:17.16","-23:24:44.8,-23:24:44.74,-23:24:44.64,-23:24:44.78"
"SN2009ad","2009/02/13","15.6","05:03:33.38,05:03:33.393,05:03:33.384","+06:39:35.7,+06:39:35.82,+06:39:36,+06:39:35.71"
"SN2013am","2013/03/21","15.6","11:18:56.95,11:18:56.939,11:18:56.93","+13:03:49.4,+13:03:50.03,+13:03:49.39,+13:03:49.3"
"SN2003af","2003/02/03","15.6","11:10:21.69,11:10:21.698","+23:24:50.9,+23:24:50.90,+23:24:50.99"
"SN2003gi","2003/05/17","15.6","00:38:32.67,00:38:32.678","-24:20:33.5,-24:20:33.50,-24:20:33.59"
"SN2004cy","2004/04/05","15.6","21:34:25.67","-33:23:13.7,-33:23:13.70"
